id,bucket,byte_len,char_len,qwen_tokenizer_loss,tinyllama_tokenizer_loss,qwen05_input_tokens,qwen05_tokens_per_byte,qwen05_bytes_per_token,qwen05_chars_per_token,tinyllama_input_tokens,tinyllama_tokens_per_byte,tinyllama_bytes_per_token,tinyllama_chars_per_token,tiny_minus_qwen_tokens
test_clean_english_200045,clean_english,102,102,0.28145498037338257,0.5923489928245544,30,0.29411764705882354,3.4,3.4,32,0.3137254901960784,3.1875,3.1875,2
test_clean_english_200046,clean_english,116,116,0.2541404962539673,0.6517196297645569,28,0.2413793103448276,4.142857142857143,4.142857142857143,32,0.27586206896551724,3.625,3.625,4
test_clean_english_200047,clean_english,142,142,0.28607144951820374,0.5891216397285461,27,0.19014084507042253,5.2592592592592595,5.2592592592592595,32,0.22535211267605634,4.4375,4.4375,5
test_clean_english_200048,clean_english,129,129,0.3336445391178131,0.6219871640205383,30,0.23255813953488372,4.3,4.3,32,0.24806201550387597,4.03125,4.03125,2
test_clean_english_200049,clean_english,128,128,0.25082674622535706,0.6090400815010071,29,0.2265625,4.413793103448276,4.413793103448276,31,0.2421875,4.129032258064516,4.129032258064516,2
test_clean_english_200050,clean_english,142,142,0.27048400044441223,0.5717186331748962,24,0.16901408450704225,5.916666666666667,5.916666666666667,28,0.19718309859154928,5.071428571428571,5.071428571428571,4
test_clean_english_200051,clean_english,133,133,0.30305132269859314,0.5298494100570679,28,0.21052631578947367,4.75,4.75,31,0.23308270676691728,4.290322580645161,4.290322580645161,3
test_clean_english_200052,clean_english,130,130,0.35520967841148376,0.6804970502853394,28,0.2153846153846154,4.642857142857143,4.642857142857143,29,0.2230769230769231,4.482758620689655,4.482758620689655,1
test_clean_english_200053,clean_english,126,126,0.3402996063232422,0.5481793284416199,30,0.23809523809523808,4.2,4.2,33,0.2619047619047619,3.8181818181818183,3.8181818181818183,3
test_clean_english_200054,clean_english,132,132,0.488470196723938,0.6874589323997498,24,0.18181818181818182,5.5,5.5,27,0.20454545454545456,4.888888888888889,4.888888888888889,3
test_clean_english_200055,clean_english,135,135,0.28758713603019714,0.6218248009681702,25,0.18518518518518517,5.4,5.4,27,0.2,5.0,5.0,2
test_clean_english_200056,clean_english,113,113,0.24289147555828094,0.6936925649642944,30,0.26548672566371684,3.7666666666666666,3.7666666666666666,32,0.2831858407079646,3.53125,3.53125,2
test_clean_english_200057,clean_english,130,130,0.37913480401039124,0.6566910147666931,28,0.2153846153846154,4.642857142857143,4.642857142857143,29,0.2230769230769231,4.482758620689655,4.482758620689655,1
test_clean_english_200058,clean_english,137,137,0.4099189341068268,0.7349833250045776,25,0.18248175182481752,5.48,5.48,27,0.19708029197080293,5.074074074074074,5.074074074074074,2
test_clean_english_200059,clean_english,134,134,0.39380934834480286,0.7027743458747864,25,0.1865671641791045,5.36,5.36,28,0.208955223880597,4.785714285714286,4.785714285714286,3
test_clean_english_200060,clean_english,123,123,0.32182371616363525,0.6562442183494568,26,0.21138211382113822,4.730769230769231,4.730769230769231,29,0.23577235772357724,4.241379310344827,4.241379310344827,3
test_clean_english_200061,clean_english,126,126,0.2616449296474457,0.5687910914421082,28,0.2222222222222222,4.5,4.5,32,0.25396825396825395,3.9375,3.9375,4
test_clean_english_200062,clean_english,110,110,0.3171013295650482,0.6141197085380554,28,0.2545454545454545,3.9285714285714284,3.9285714285714284,32,0.2909090909090909,3.4375,3.4375,4
test_clean_english_200063,clean_english,118,118,0.2944636344909668,0.6404826045036316,30,0.2542372881355932,3.933333333333333,3.933333333333333,32,0.2711864406779661,3.6875,3.6875,2
test_clean_english_200064,clean_english,143,143,0.2579372525215149,0.581293523311615,30,0.2097902097902098,4.766666666666667,4.766666666666667,34,0.23776223776223776,4.205882352941177,4.205882352941177,4
test_clean_english_200065,clean_english,115,115,0.24432270228862762,0.6338220238685608,26,0.22608695652173913,4.423076923076923,4.423076923076923,27,0.23478260869565218,4.2592592592592595,4.2592592592592595,1
test_clean_english_200066,clean_english,143,143,0.4199676513671875,0.6443661451339722,24,0.16783216783216784,5.958333333333333,5.958333333333333,28,0.1958041958041958,5.107142857142857,5.107142857142857,4
test_clean_english_200067,clean_english,112,112,0.33650052547454834,0.5819544196128845,30,0.26785714285714285,3.7333333333333334,3.7333333333333334,33,0.29464285714285715,3.393939393939394,3.393939393939394,3
test_clean_english_200068,clean_english,103,103,0.40749168395996094,0.5870000123977661,28,0.27184466019417475,3.6785714285714284,3.6785714285714284,31,0.30097087378640774,3.3225806451612905,3.3225806451612905,3
test_clean_english_200069,clean_english,113,113,0.24181076884269714,0.6013056039810181,29,0.25663716814159293,3.896551724137931,3.896551724137931,31,0.2743362831858407,3.6451612903225805,3.6451612903225805,2
test_clean_english_200070,clean_english,131,131,0.36579009890556335,0.7023367285728455,25,0.19083969465648856,5.24,5.24,27,0.20610687022900764,4.851851851851852,4.851851851851852,2
test_clean_english_200071,clean_english,140,140,0.41310083866119385,0.6379434466362,24,0.17142857142857143,5.833333333333333,5.833333333333333,30,0.21428571428571427,4.666666666666667,4.666666666666667,6
test_clean_english_200072,clean_english,137,137,0.36417654156684875,0.669731855392456,23,0.1678832116788321,5.956521739130435,5.956521739130435,27,0.19708029197080293,5.074074074074074,5.074074074074074,4
test_clean_english_200073,clean_english,125,125,0.2951360046863556,0.6486369371414185,26,0.208,4.8076923076923075,4.8076923076923075,30,0.24,4.166666666666667,4.166666666666667,4
test_clean_english_200074,clean_english,106,106,0.257224440574646,0.6540324687957764,28,0.2641509433962264,3.7857142857142856,3.7857142857142856,30,0.2830188679245283,3.533333333333333,3.533333333333333,2
test_clean_english_200075,clean_english,125,125,0.2796503007411957,0.5899530053138733,27,0.216,4.62962962962963,4.62962962962963,31,0.248,4.032258064516129,4.032258064516129,4
test_clean_english_200076,clean_english,127,127,0.31392690539360046,0.63795405626297,27,0.2125984251968504,4.703703703703703,4.703703703703703,30,0.23622047244094488,4.233333333333333,4.233333333333333,3
test_clean_english_200077,clean_english,127,127,0.277260422706604,0.5960884094238281,29,0.2283464566929134,4.379310344827586,4.379310344827586,31,0.2440944881889764,4.096774193548387,4.096774193548387,2
test_clean_english_200078,clean_english,130,130,0.2699037790298462,0.5542762875556946,28,0.2153846153846154,4.642857142857143,4.642857142857143,34,0.26153846153846155,3.823529411764706,3.823529411764706,6
test_clean_english_200079,clean_english,129,129,0.40633758902549744,0.5989924669265747,27,0.20930232558139536,4.777777777777778,4.777777777777778,29,0.2248062015503876,4.448275862068965,4.448275862068965,2
test_clean_english_200080,clean_english,111,111,0.39438119530677795,0.5213542580604553,30,0.2702702702702703,3.7,3.7,33,0.2972972972972973,3.3636363636363638,3.3636363636363638,3
test_clean_english_200081,clean_english,111,111,0.2962523400783539,0.565589427947998,30,0.2702702702702703,3.7,3.7,34,0.3063063063063063,3.264705882352941,3.264705882352941,4
test_clean_english_200082,clean_english,105,105,0.25648829340934753,0.5440269708633423,30,0.2857142857142857,3.5,3.5,33,0.3142857142857143,3.1818181818181817,3.1818181818181817,3
test_clean_english_200083,clean_english,138,138,0.2887013852596283,0.5036402940750122,30,0.21739130434782608,4.6,4.6,32,0.2318840579710145,4.3125,4.3125,2
test_clean_english_200084,clean_english,137,137,0.25235164165496826,0.5615993738174438,27,0.19708029197080293,5.074074074074074,5.074074074074074,30,0.21897810218978103,4.566666666666666,4.566666666666666,3
test_clean_english_200085,clean_english,132,132,0.27944400906562805,0.6336571574211121,25,0.1893939393939394,5.28,5.28,27,0.20454545454545456,4.888888888888889,4.888888888888889,2
test_clean_english_200086,clean_english,132,132,0.3868221640586853,0.7161157131195068,23,0.17424242424242425,5.739130434782608,5.739130434782608,28,0.21212121212121213,4.714285714285714,4.714285714285714,5
test_clean_english_200087,clean_english,112,112,0.27198687195777893,0.6064403653144836,29,0.25892857142857145,3.8620689655172415,3.8620689655172415,32,0.2857142857142857,3.5,3.5,3
test_clean_english_200088,clean_english,118,118,0.36193692684173584,0.5666803121566772,30,0.2542372881355932,3.933333333333333,3.933333333333333,32,0.2711864406779661,3.6875,3.6875,2
test_clean_english_200089,clean_english,128,128,0.2561757266521454,0.5667992234230042,26,0.203125,4.923076923076923,4.923076923076923,29,0.2265625,4.413793103448276,4.413793103448276,3
test_clean_english_200090,clean_english,128,128,0.2602643668651581,0.5806288719177246,26,0.203125,4.923076923076923,4.923076923076923,29,0.2265625,4.413793103448276,4.413793103448276,3
test_clean_english_200091,clean_english,130,130,0.24833360314369202,0.5233513712882996,29,0.2230769230769231,4.482758620689655,4.482758620689655,33,0.25384615384615383,3.9393939393939394,3.9393939393939394,4
test_clean_english_200092,clean_english,126,126,0.2767927944660187,0.6122867465019226,26,0.20634920634920634,4.846153846153846,4.846153846153846,29,0.23015873015873015,4.344827586206897,4.344827586206897,3
test_clean_english_200093,clean_english,116,116,0.2134254425764084,0.4933255612850189,30,0.25862068965517243,3.8666666666666667,3.8666666666666667,34,0.29310344827586204,3.411764705882353,3.411764705882353,4
test_clean_english_200094,clean_english,132,132,0.2892362177371979,0.6312026977539062,28,0.21212121212121213,4.714285714285714,4.714285714285714,31,0.23484848484848486,4.258064516129032,4.258064516129032,3
test_clean_english_200095,clean_english,127,127,0.29883888363838196,0.5952852368354797,30,0.23622047244094488,4.233333333333333,4.233333333333333,34,0.2677165354330709,3.735294117647059,3.735294117647059,4
test_clean_english_200096,clean_english,136,136,0.30474260449409485,0.6531172394752502,28,0.20588235294117646,4.857142857142857,4.857142857142857,29,0.21323529411764705,4.689655172413793,4.689655172413793,1
test_clean_english_200097,clean_english,146,146,0.33372172713279724,0.6309260725975037,24,0.1643835616438356,6.083333333333333,6.083333333333333,26,0.1780821917808219,5.615384615384615,5.615384615384615,2
test_clean_english_200098,clean_english,132,132,0.30907732248306274,0.562526524066925,28,0.21212121212121213,4.714285714285714,4.714285714285714,32,0.24242424242424243,4.125,4.125,4
test_clean_english_200099,clean_english,130,130,0.3078986704349518,0.6864091157913208,27,0.2076923076923077,4.814814814814815,4.814814814814815,28,0.2153846153846154,4.642857142857143,4.642857142857143,1
test_clean_english_200100,clean_english,136,136,0.2722254991531372,0.5268562436103821,30,0.22058823529411764,4.533333333333333,4.533333333333333,32,0.23529411764705882,4.25,4.25,2
test_clean_english_200101,clean_english,129,129,0.31774139404296875,0.6485045552253723,27,0.20930232558139536,4.777777777777778,4.777777777777778,31,0.24031007751937986,4.161290322580645,4.161290322580645,4
test_clean_english_200102,clean_english,133,133,0.2779425382614136,0.5666914582252502,27,0.20300751879699247,4.925925925925926,4.925925925925926,32,0.24060150375939848,4.15625,4.15625,5
test_clean_english_200103,clean_english,126,126,0.4541967213153839,0.6700823307037354,28,0.2222222222222222,4.5,4.5,30,0.23809523809523808,4.2,4.2,2
test_clean_english_200104,clean_english,138,138,0.30871880054473877,0.6581973433494568,24,0.17391304347826086,5.75,5.75,28,0.2028985507246377,4.928571428571429,4.928571428571429,4
test_clean_english_200105,clean_english,108,108,0.3297397494316101,0.5866574645042419,30,0.2777777777777778,3.6,3.6,32,0.2962962962962963,3.375,3.375,2
test_clean_english_200106,clean_english,123,123,0.30017852783203125,0.6088336110115051,27,0.21951219512195122,4.555555555555555,4.555555555555555,28,0.22764227642276422,4.392857142857143,4.392857142857143,1
test_clean_english_200107,clean_english,138,138,0.25689756870269775,0.53592848777771,29,0.21014492753623187,4.758620689655173,4.758620689655173,31,0.2246376811594203,4.451612903225806,4.451612903225806,2
test_clean_english_200108,clean_english,129,129,0.33929020166397095,0.5849010348320007,30,0.23255813953488372,4.3,4.3,32,0.24806201550387597,4.03125,4.03125,2
test_clean_english_200109,clean_english,119,119,0.35023513436317444,0.5548221468925476,28,0.23529411764705882,4.25,4.25,33,0.2773109243697479,3.606060606060606,3.606060606060606,5
test_clean_english_200110,clean_english,129,129,0.2502092123031616,0.5107325315475464,26,0.20155038759689922,4.961538461538462,4.961538461538462,31,0.24031007751937986,4.161290322580645,4.161290322580645,5
test_clean_english_200111,clean_english,122,122,0.3402545154094696,0.6516610383987427,27,0.22131147540983606,4.518518518518518,4.518518518518518,28,0.22950819672131148,4.357142857142857,4.357142857142857,1
test_clean_english_200112,clean_english,117,117,0.27711668610572815,0.5546398162841797,28,0.23931623931623933,4.178571428571429,4.178571428571429,35,0.29914529914529914,3.342857142857143,3.342857142857143,7
test_clean_english_200113,clean_english,124,124,0.25847527384757996,0.632718026638031,27,0.21774193548387097,4.592592592592593,4.592592592592593,28,0.22580645161290322,4.428571428571429,4.428571428571429,1
test_clean_english_200114,clean_english,107,107,0.31886550784111023,0.7213097214698792,26,0.24299065420560748,4.115384615384615,4.115384615384615,27,0.2523364485981308,3.962962962962963,3.962962962962963,1
test_clean_english_200115,clean_english,133,133,0.32388025522232056,0.6384454369544983,28,0.21052631578947367,4.75,4.75,29,0.21804511278195488,4.586206896551724,4.586206896551724,1
test_clean_english_200116,clean_english,132,132,0.28153714537620544,0.5290504693984985,29,0.2196969696969697,4.551724137931035,4.551724137931035,33,0.25,4.0,4.0,4
test_clean_english_200117,clean_english,116,116,0.3070024847984314,0.5241400599479675,30,0.25862068965517243,3.8666666666666667,3.8666666666666667,32,0.27586206896551724,3.625,3.625,2
test_clean_english_200118,clean_english,133,133,0.2865217626094818,0.5707209706306458,26,0.19548872180451127,5.115384615384615,5.115384615384615,32,0.24060150375939848,4.15625,4.15625,6
test_clean_english_200119,clean_english,123,123,0.3606336712837219,0.5965070128440857,26,0.21138211382113822,4.730769230769231,4.730769230769231,31,0.25203252032520324,3.967741935483871,3.967741935483871,5
test_clean_english_200120,clean_english,134,134,0.35772690176963806,0.7155513167381287,24,0.1791044776119403,5.583333333333333,5.583333333333333,26,0.19402985074626866,5.153846153846154,5.153846153846154,2
test_clean_english_200121,clean_english,139,139,0.3187693655490875,0.6495936512947083,25,0.17985611510791366,5.56,5.56,27,0.19424460431654678,5.148148148148148,5.148148148148148,2
test_clean_english_200122,clean_english,147,147,0.3363440930843353,0.6382580399513245,24,0.16326530612244897,6.125,6.125,28,0.19047619047619047,5.25,5.25,4
test_clean_english_200123,clean_english,130,130,0.2945452034473419,0.6397187113761902,28,0.2153846153846154,4.642857142857143,4.642857142857143,29,0.2230769230769231,4.482758620689655,4.482758620689655,1
test_clean_english_200124,clean_english,103,103,0.238626167178154,0.5735684037208557,28,0.27184466019417475,3.6785714285714284,3.6785714285714284,30,0.2912621359223301,3.433333333333333,3.433333333333333,2
test_clean_english_200125,clean_english,140,140,0.3200004994869232,0.6139044165611267,25,0.17857142857142858,5.6,5.6,29,0.20714285714285716,4.827586206896552,4.827586206896552,4
test_clean_english_200126,clean_english,129,129,0.3204876184463501,0.6226956248283386,30,0.23255813953488372,4.3,4.3,32,0.24806201550387597,4.03125,4.03125,2
test_clean_english_200127,clean_english,135,135,0.31417587399482727,0.5787907838821411,27,0.2,5.0,5.0,30,0.2222222222222222,4.5,4.5,3
test_clean_english_200128,clean_english,121,121,0.33945727348327637,0.6018483638763428,27,0.2231404958677686,4.481481481481482,4.481481481481482,28,0.23140495867768596,4.321428571428571,4.321428571428571,1
test_clean_english_200129,clean_english,132,132,0.2903694808483124,0.5164973735809326,29,0.2196969696969697,4.551724137931035,4.551724137931035,33,0.25,4.0,4.0,4
test_clean_english_200130,clean_english,137,137,0.30475369095802307,0.5798020958900452,25,0.18248175182481752,5.48,5.48,30,0.21897810218978103,4.566666666666666,4.566666666666666,5
test_clean_english_200131,clean_english,123,123,0.33162134885787964,0.5867795348167419,30,0.24390243902439024,4.1,4.1,32,0.2601626016260163,3.84375,3.84375,2
test_clean_english_200132,clean_english,117,117,0.3676120340824127,0.6137520670890808,28,0.23931623931623933,4.178571428571429,4.178571428571429,32,0.27350427350427353,3.65625,3.65625,4
test_clean_english_200133,clean_english,119,119,0.2488265484571457,0.5681173801422119,28,0.23529411764705882,4.25,4.25,30,0.25210084033613445,3.966666666666667,3.966666666666667,2
test_clean_english_200134,clean_english,103,103,0.29316213726997375,0.4808531701564789,28,0.27184466019417475,3.6785714285714284,3.6785714285714284,32,0.3106796116504854,3.21875,3.21875,4
test_clean_english_200135,clean_english,123,123,0.37281832098960876,0.6649028062820435,28,0.22764227642276422,4.392857142857143,4.392857142857143,29,0.23577235772357724,4.241379310344827,4.241379310344827,1
test_clean_english_200136,clean_english,130,130,0.30004823207855225,0.5895388722419739,30,0.23076923076923078,4.333333333333333,4.333333333333333,32,0.24615384615384617,4.0625,4.0625,2
test_clean_english_200137,clean_english,146,146,0.34905311465263367,0.5887326002120972,25,0.17123287671232876,5.84,5.84,27,0.18493150684931506,5.407407407407407,5.407407407407407,2
test_clean_english_200138,clean_english,111,111,0.27739956974983215,0.6127232313156128,29,0.26126126126126126,3.8275862068965516,3.8275862068965516,31,0.27927927927927926,3.5806451612903225,3.5806451612903225,2
test_clean_english_200139,clean_english,138,138,0.31621086597442627,0.6425341367721558,25,0.18115942028985507,5.52,5.52,27,0.1956521739130435,5.111111111111111,5.111111111111111,2
test_clean_english_200140,clean_english,124,124,0.33013391494750977,0.5728595852851868,30,0.24193548387096775,4.133333333333334,4.133333333333334,32,0.25806451612903225,3.875,3.875,2
test_clean_english_200141,clean_english,133,133,0.34020233154296875,0.6991106867790222,25,0.18796992481203006,5.32,5.32,27,0.20300751879699247,4.925925925925926,4.925925925925926,2
test_clean_english_200142,clean_english,133,133,0.30252695083618164,0.5599235892295837,28,0.21052631578947367,4.75,4.75,31,0.23308270676691728,4.290322580645161,4.290322580645161,3
test_clean_english_200143,clean_english,118,118,0.3135303854942322,0.5621209144592285,28,0.23728813559322035,4.214285714285714,4.214285714285714,32,0.2711864406779661,3.6875,3.6875,4
test_clean_english_200144,clean_english,124,124,0.24356761574745178,0.6435443162918091,26,0.20967741935483872,4.769230769230769,4.769230769230769,30,0.24193548387096775,4.133333333333334,4.133333333333334,4
test_clean_english_200145,clean_english,133,133,0.2907431125640869,0.5593076944351196,27,0.20300751879699247,4.925925925925926,4.925925925925926,30,0.22556390977443608,4.433333333333334,4.433333333333334,3
test_clean_english_200146,clean_english,132,132,0.27944400906562805,0.6367723941802979,25,0.1893939393939394,5.28,5.28,27,0.20454545454545456,4.888888888888889,4.888888888888889,2
test_clean_english_200147,clean_english,134,134,0.27137231826782227,0.5881151556968689,26,0.19402985074626866,5.153846153846154,5.153846153846154,29,0.21641791044776118,4.620689655172414,4.620689655172414,3
test_clean_english_200148,clean_english,128,128,0.3018302619457245,0.5649890303611755,26,0.203125,4.923076923076923,4.923076923076923,29,0.2265625,4.413793103448276,4.413793103448276,3
test_clean_english_200149,clean_english,149,149,0.34002867341041565,0.6224555373191833,24,0.1610738255033557,6.208333333333333,6.208333333333333,28,0.18791946308724833,5.321428571428571,5.321428571428571,4
test_clean_english_200150,clean_english,144,144,0.31940317153930664,0.6981683373451233,24,0.16666666666666666,6.0,6.0,28,0.19444444444444445,5.142857142857143,5.142857142857143,4
test_clean_english_200151,clean_english,130,130,0.27616390585899353,0.6576080322265625,28,0.2153846153846154,4.642857142857143,4.642857142857143,29,0.2230769230769231,4.482758620689655,4.482758620689655,1
test_clean_english_200152,clean_english,97,97,0.25484105944633484,0.48656028509140015,28,0.28865979381443296,3.4642857142857144,3.4642857142857144,30,0.30927835051546393,3.2333333333333334,3.2333333333333334,2
test_clean_english_200153,clean_english,142,142,0.3252551257610321,0.562400758266449,25,0.176056338028169,5.68,5.68,30,0.2112676056338028,4.733333333333333,4.733333333333333,5
test_clean_english_200154,clean_english,133,133,0.23569777607917786,0.44065335392951965,30,0.22556390977443608,4.433333333333334,4.433333333333334,34,0.2556390977443609,3.911764705882353,3.911764705882353,4
