id,bucket,input_byte_len,input_token_len,target_token_len,tokens_per_byte,bytes_per_token,tokenizer_loss,phase5_prefix_p64_loss,phase5_prefix_p64_gain_vs_tokenizer,phase5_prefix_p64_delta_vs_tokenizer,phase6_kv_p32_all_loss,phase6_kv_p32_all_gain_vs_tokenizer,phase6_kv_p32_all_delta_vs_tokenizer
test_clean_english_200045,clean_english,102.0,30.0,30.0,0.29411764705882354,3.4,0.28145498037338257,1.0183621644973755,-2.6182062337159584,0.7369071841239929,0.8171916604042053,-1.9034542551711329,0.5357366800308228
test_clean_english_200046,clean_english,116.0,28.0,28.0,0.2413793103448276,4.142857142857143,0.2541404962539673,0.98359215259552,-2.8702692687457345,0.7294516563415527,0.9406155943870544,-2.7011637588331454,0.6864750981330872
test_clean_english_200047,clean_english,142.0,27.0,27.0,0.19014084507042253,5.2592592592592595,0.28607144951820374,0.39785245060920715,-0.39074504386670855,0.11178100109100342,0.36367127299308777,-0.27126028691634985,0.07759982347488403
test_clean_english_200048,clean_english,129.0,30.0,30.0,0.23255813953488372,4.3,0.3336445391178131,0.9679690003395081,-1.9011983918541189,0.634324461221695,0.7192228436470032,-1.1556559731164628,0.38557830452919006
test_clean_english_200049,clean_english,128.0,29.0,29.0,0.2265625,4.413793103448276,0.25082674622535706,0.7615807056427002,-2.0362818842231944,0.5107539594173431,0.8867319822311401,-2.5352369536957178,0.6359052360057831
test_clean_english_200050,clean_english,142.0,24.0,24.0,0.16901408450704225,5.916666666666667,0.27048400044441223,0.020416049286723137,0.9245203071043794,-0.2500679511576891,0.009212379343807697,0.9659411302381231,-0.26127162110060453
test_clean_english_200051,clean_english,133.0,28.0,28.0,0.21052631578947367,4.75,0.30305132269859314,0.3840389847755432,-0.2672407477247617,0.08098766207695007,0.3113251328468323,-0.027301679710759915,0.008273810148239136
test_clean_english_200052,clean_english,130.0,28.0,28.0,0.2153846153846154,4.642857142857143,0.35520967841148376,0.40813350677490234,-0.1489932048025738,0.05292382836341858,0.3017106056213379,0.15061265512076283,-0.053499072790145874
test_clean_english_200053,clean_english,126.0,30.0,30.0,0.23809523809523808,4.2,0.3402996063232422,0.6955718994140625,-1.0439985427234257,0.3552722930908203,0.8088616132736206,-1.3769102233556596,0.4685620069503784
test_clean_english_200054,clean_english,132.0,24.0,24.0,0.18181818181818182,5.5,0.488470196723938,0.026262767612934113,0.9462346571212068,-0.4622074291110039,0.005036904010921717,0.9896884107880007,-0.48343329271301627
test_clean_english_200055,clean_english,135.0,25.0,25.0,0.18518518518518517,5.4,0.28758713603019714,0.029422249644994736,0.8976927478358929,-0.2581648863852024,0.006900167558342218,0.9760066891252824,-0.2806869684718549
test_clean_english_200056,clean_english,113.0,30.0,30.0,0.26548672566371684,3.7666666666666666,0.24289147555828094,0.9037714600563049,-2.7208858729150753,0.660879984498024,0.8051451444625854,-2.3148349179895105,0.5622536689043045
test_clean_english_200057,clean_english,130.0,28.0,28.0,0.2153846153846154,4.642857142857143,0.37913480401039124,0.40743547677993774,-0.0746454096806445,0.02830067276954651,0.3510211408138275,0.07415215617027127,-0.02811366319656372
test_clean_english_200058,clean_english,137.0,25.0,25.0,0.18248175182481752,5.48,0.4099189341068268,0.13597610592842102,0.668285373973516,-0.27394282817840576,0.02337680384516716,0.942972129608741,-0.3865421302616596
test_clean_english_200059,clean_english,134.0,25.0,25.0,0.1865671641791045,5.36,0.39380934834480286,0.04586433246731758,0.8835367096792209,-0.3479450158774853,0.010178799740970135,0.9741529758403348,-0.3836305486038327
test_clean_english_200060,clean_english,123.0,26.0,26.0,0.21138211382113822,4.730769230769231,0.32182371616363525,0.4100618362426758,-0.27418153370081266,0.08823812007904053,0.3685988783836365,-0.1453440497723226,0.04677516222000122
test_clean_english_200061,clean_english,126.0,28.0,28.0,0.2222222222222222,4.5,0.2616449296474457,0.6559054255485535,-1.5068531862335548,0.3942604959011078,0.8480297923088074,-2.2411474338581217,0.5863848626613617
test_clean_english_200062,clean_english,110.0,28.0,28.0,0.2545454545454545,3.9285714285714284,0.3171013295650482,0.7918103933334351,-1.4970264061002871,0.47470906376838684,0.8439607620239258,-1.6614860403819305,0.5268594324588776
test_clean_english_200063,clean_english,118.0,30.0,30.0,0.2542372881355932,3.933333333333333,0.2944636344909668,0.9738131165504456,-2.3070742953840675,0.6793494820594788,0.9089381098747253,-2.0867584428412966,0.6144744753837585
test_clean_english_200064,clean_english,143.0,30.0,30.0,0.2097902097902098,4.766666666666667,0.2579372525215149,0.7566080689430237,-1.9333028151097096,0.4986708164215088,0.815026581287384,-2.159786239947646,0.5570893287658691
test_clean_english_200065,clean_english,115.0,26.0,26.0,0.22608695652173913,4.423076923076923,0.24432270228862762,0.45889055728912354,-0.8782149713906603,0.2145678550004959,0.3668781518936157,-0.5016130243198142,0.1225554496049881
test_clean_english_200066,clean_english,143.0,24.0,24.0,0.16783216783216784,5.958333333333333,0.4199676513671875,0.07644910365343094,0.8179643041444883,-0.34351854771375656,0.08668389916419983,0.7935938663799368,-0.33328375220298767
test_clean_english_200067,clean_english,112.0,30.0,30.0,0.26785714285714285,3.7333333333333334,0.33650052547454834,1.0112773180007935,-2.0052770841134473,0.6747767925262451,0.9042760133743286,-1.6872945060013724,0.5677754878997803
test_clean_english_200068,clean_english,103.0,28.0,28.0,0.27184466019417475,3.6785714285714284,0.40749168395996094,0.8374239206314087,-1.0550699648479005,0.42993223667144775,0.9539206624031067,-1.3409573739837017,0.5464289784431458
test_clean_english_200069,clean_english,113.0,29.0,29.0,0.25663716814159293,3.896551724137931,0.24181076884269714,0.8919001221656799,-2.6884218450414803,0.6500893533229828,0.861792266368866,-2.563911857579343,0.6199814975261688
test_clean_english_200070,clean_english,131.0,25.0,25.0,0.19083969465648856,5.24,0.36579009890556335,0.053473085165023804,0.853814837183909,-0.31231701374053955,0.023554813116788864,0.9356056569402387,-0.3422352857887745
test_clean_english_200071,clean_english,140.0,24.0,24.0,0.17142857142857143,5.833333333333333,0.41310083866119385,0.03332678601145744,0.9193253005259799,-0.3797740526497364,0.004826742690056562,0.9883158245195062,-0.4082740959711373
test_clean_english_200072,clean_english,137.0,23.0,23.0,0.1678832116788321,5.956521739130435,0.36417654156684875,0.045950040221214294,0.8738248212707033,-0.31822650134563446,0.013500074855983257,0.9629298614405531,-0.3506764667108655
test_clean_english_200073,clean_english,125.0,26.0,26.0,0.208,4.8076923076923075,0.2951360046863556,0.3856590986251831,-0.3067165391597255,0.09052309393882751,0.3497640788555145,-0.18509457775987995,0.054628074169158936
test_clean_english_200074,clean_english,106.0,28.0,28.0,0.2641509433962264,3.7857142857142856,0.257224440574646,1.268980622291565,-3.9333594407150025,1.011756181716919,0.9145727753639221,-2.555543840704807,0.6573483347892761
test_clean_english_200075,clean_english,125.0,27.0,27.0,0.216,4.62962962962963,0.2796503007411957,0.45206913352012634,-0.6165515728820792,0.17241883277893066,0.33947139978408813,-0.2139139449674839,0.059821099042892456
test_clean_english_200076,clean_english,127.0,27.0,27.0,0.2125984251968504,4.703703703703703,0.31392690539360046,0.3750889003276825,-0.19482877664594353,0.06116199493408203,0.34136727452278137,-0.08741005838533103,0.027440369129180908
test_clean_english_200077,clean_english,127.0,29.0,29.0,0.2283464566929134,4.379310344827586,0.277260422706604,0.7385254502296448,-1.6636526159059846,0.46126502752304077,0.8171609044075012,-1.9472684793250064,0.5399004817008972
test_clean_english_200078,clean_english,130.0,28.0,28.0,0.2153846153846154,4.642857142857143,0.2699037790298462,0.6462187170982361,-1.3942559063864632,0.3763149380683899,0.970154881477356,-2.594447195087533,0.7002511024475098
test_clean_english_200079,clean_english,129.0,27.0,27.0,0.20930232558139536,4.777777777777778,0.40633758902549744,0.34990212321281433,0.1388881248914971,-0.056435465812683105,0.3170827329158783,0.21965690233993698,-0.08925485610961914
test_clean_english_200080,clean_english,111.0,30.0,30.0,0.2702702702702703,3.7,0.39438119530677795,1.0644019842147827,-1.698916674733476,0.6700207889080048,0.9472881555557251,-1.401960759865481,0.5529069602489471
test_clean_english_200081,clean_english,111.0,30.0,30.0,0.2702702702702703,3.7,0.2962523400783539,0.967019259929657,-2.2641742498097948,0.6707669198513031,0.9802250266075134,-2.308750325308013,0.6839726865291595
test_clean_english_200082,clean_english,105.0,30.0,30.0,0.2857142857142857,3.5,0.25648829340934753,0.9530054926872253,-2.7155906026722922,0.6965171992778778,0.8221336603164673,-2.205345746538096,0.5656453669071198
test_clean_english_200083,clean_english,138.0,30.0,30.0,0.21739130434782608,4.6,0.2887013852596283,0.8126780986785889,-1.8149435374123677,0.5239767134189606,0.838650643825531,-1.9049068921901258,0.5499492585659027
test_clean_english_200084,clean_english,137.0,27.0,27.0,0.19708029197080293,5.074074074074074,0.25235164165496826,0.30611708760261536,-0.2130576428789742,0.053765445947647095,0.37966716289520264,-0.5045163185992209,0.12731552124023438
test_clean_english_200085,clean_english,132.0,25.0,25.0,0.1893939393939394,5.28,0.27944400906562805,0.03158385679125786,0.8869760819104183,-0.2478601522743702,0.004329794552177191,0.9845056812394918,-0.27511421451345086
test_clean_english_200086,clean_english,132.0,23.0,23.0,0.17424242424242425,5.739130434782608,0.3868221640586853,0.022553034126758575,0.9416966342100888,-0.3642691299319267,0.0046073151752352715,0.9880893195806218,-0.38221484888345003
test_clean_english_200087,clean_english,112.0,29.0,29.0,0.25892857142857145,3.8620689655172415,0.27198687195777893,0.964326024055481,-2.5454873873661636,0.692339152097702,0.82728511095047,-2.0416361826422675,0.555298238992691
test_clean_english_200088,clean_english,118.0,30.0,30.0,0.2542372881355932,3.933333333333333,0.36193692684173584,0.9532871246337891,-1.6338487563349204,0.5913501977920532,0.9502220153808594,-1.6253801281690248,0.5882850885391235
test_clean_english_200089,clean_english,128.0,26.0,26.0,0.203125,4.923076923076923,0.2561757266521454,0.3791225254535675,-0.47993149237112737,0.12294679880142212,0.36696290969848633,-0.4324655754632682,0.11078718304634094
test_clean_english_200090,clean_english,128.0,26.0,26.0,0.203125,4.923076923076923,0.2602643668651581,0.38380271196365356,-0.4746648440064798,0.12353834509849548,0.3471204340457916,-0.33372246929843197,0.08685606718063354
test_clean_english_200091,clean_english,130.0,29.0,29.0,0.2230769230769231,4.482758620689655,0.24833360314369202,0.6194754242897034,-1.4945291996236991,0.37114182114601135,0.9692573547363281,-2.9030455100169896,0.7209237515926361
test_clean_english_200092,clean_english,126.0,26.0,26.0,0.20634920634920634,4.846153846153846,0.2767927944660187,0.4274246394634247,-0.5442043579494219,0.150631844997406,0.3502883315086365,-0.2655254707204479,0.0734955370426178
test_clean_english_200093,clean_english,116.0,30.0,30.0,0.25862068965517243,3.8666666666666667,0.2134254425764084,0.9746035933494568,-3.5664827097666167,0.7611781507730484,0.8941991329193115,-3.1897494606304004,0.6807736903429031
test_clean_english_200094,clean_english,132.0,28.0,28.0,0.21212121212121213,4.714285714285714,0.2892362177371979,0.34763917326927185,-0.2019213084342685,0.058402955532073975,0.33553799986839294,-0.16008293322817962,0.04630178213119507
test_clean_english_200095,clean_english,127.0,30.0,30.0,0.23622047244094488,4.233333333333333,0.29883888363838196,0.8262950778007507,-1.765018620537451,0.5274561941623688,0.7504609823226929,-1.5112561430620535,0.4516220986843109
test_clean_english_200096,clean_english,136.0,28.0,28.0,0.20588235294117646,4.857142857142857,0.30474260449409485,0.3698332607746124,-0.2135922425043751,0.06509065628051758,0.33459076285362244,-0.09794547240638934,0.029848158359527588
test_clean_english_200097,clean_english,146.0,24.0,24.0,0.1643835616438356,6.083333333333333,0.33372172713279724,0.020397920161485672,0.9388774583640795,-0.31332380697131157,0.006850885692983866,0.9794712626239714,-0.3268708414398134
test_clean_english_200098,clean_english,132.0,28.0,28.0,0.21212121212121213,4.714285714285714,0.30907732248306274,0.6319069862365723,-1.0444948246605843,0.3228296637535095,0.8173357248306274,-1.6444377033692499,0.5082584023475647
test_clean_english_200099,clean_english,130.0,27.0,27.0,0.2076923076923077,4.814814814814815,0.3078986704349518,0.4232538044452667,-0.3746529137243723,0.11535513401031494,0.31820961833000183,-0.033488120882380984,0.010310947895050049
test_clean_english_200100,clean_english,136.0,30.0,30.0,0.22058823529411764,4.533333333333333,0.2722254991531372,0.721174955368042,-1.649182231684893,0.4489494562149048,0.5282320976257324,-0.9404210820404512,0.2560065984725952
test_clean_english_200101,clean_english,129.0,27.0,27.0,0.20930232558139536,4.777777777777778,0.31774139404296875,0.4013086259365082,-0.26300391909981513,0.08356723189353943,0.35698941349983215,-0.12352189608495209,0.0392480194568634
test_clean_english_200102,clean_english,133.0,27.0,27.0,0.20300751879699247,4.925925925925926,0.2779425382614136,0.409256249666214,-0.47244913364537167,0.13131371140480042,0.3417825400829315,-0.22968777007236812,0.06384000182151794
test_clean_english_200103,clean_english,126.0,28.0,28.0,0.2222222222222222,4.5,0.4541967213153839,0.3849632441997528,0.15243059640572998,-0.0692334771156311,0.35396668314933777,0.2206753890159605,-0.10023003816604614
test_clean_english_200104,clean_english,138.0,24.0,24.0,0.17391304347826086,5.75,0.30871880054473877,0.027336860075592995,0.9114506145160038,-0.2813819404691458,0.0055522914044559,0.982015052550545,-0.30316650914028287
test_clean_english_200105,clean_english,108.0,30.0,30.0,0.2777777777777778,3.6,0.3297397494316101,0.9142149686813354,-1.7725349165734985,0.5844752192497253,0.9991147518157959,-2.030010041367542,0.6693750023841858
test_clean_english_200106,clean_english,123.0,27.0,27.0,0.21951219512195122,4.555555555555555,0.30017852783203125,0.3837527930736542,-0.27841520126445546,0.08357426524162292,0.3166395425796509,-0.05483741580887025,0.01646101474761963
test_clean_english_200107,clean_english,138.0,29.0,29.0,0.21014492753623187,4.758620689655173,0.25689756870269775,0.6859780550003052,-1.6702395762809783,0.4290804862976074,0.7061353325843811,-1.7487038361253506,0.44923776388168335
test_clean_english_200108,clean_english,129.0,30.0,30.0,0.23255813953488372,4.3,0.33929020166397095,0.6832739114761353,-1.013833314741113,0.3439837098121643,0.5766733288764954,-0.6996462793453313,0.23738312721252441
test_clean_english_200109,clean_english,119.0,28.0,28.0,0.23529411764705882,4.25,0.35023513436317444,0.9925843477249146,-1.834051328201869,0.6423492133617401,0.9234018325805664,-1.6365197034260128,0.573166698217392
test_clean_english_200110,clean_english,129.0,26.0,26.0,0.20155038759689922,4.961538461538462,0.2502092123031616,0.3891908824443817,-0.5554618427591123,0.1389816701412201,0.3420276939868927,-0.36696683083147563,0.09181848168373108
test_clean_english_200111,clean_english,122.0,27.0,27.0,0.22131147540983606,4.518518518518518,0.3402545154094696,0.3376735746860504,0.007585323945850446,-0.0025809407234191895,0.3519081473350525,-0.03424974951929339,0.011653631925582886
test_clean_english_200112,clean_english,117.0,28.0,28.0,0.23931623931623933,4.178571428571429,0.27711668610572815,1.1422351598739624,-3.121856305102343,0.8651184737682343,0.8207706809043884,-1.9618233836386176,0.5436539947986603
test_clean_english_200113,clean_english,124.0,27.0,27.0,0.21774193548387097,4.592592592592593,0.25847527384757996,0.3679273724555969,-0.42345287802097337,0.10945209860801697,0.38202932476997375,-0.47801110366654365,0.1235540509223938
test_clean_english_200114,clean_english,107.0,26.0,26.0,0.24299065420560748,4.115384615384615,0.31886550784111023,0.429300457239151,-0.34633708156691,0.11043494939804077,0.3475753664970398,-0.09003751722884874,0.028709858655929565
test_clean_english_200115,clean_english,133.0,28.0,28.0,0.21052631578947367,4.75,0.32388025522232056,0.376252681016922,-0.16170305213157105,0.05237242579460144,0.30993062257766724,0.04307033979295187,-0.01394963264465332
test_clean_english_200116,clean_english,132.0,29.0,29.0,0.2196969696969697,4.551724137931035,0.28153714537620544,0.933009684085846,-2.3139843157786766,0.6514725387096405,0.60114985704422,-1.1352417146978258,0.3196127116680145
test_clean_english_200117,clean_english,116.0,30.0,30.0,0.25862068965517243,3.8666666666666667,0.3070024847984314,0.9121366739273071,-1.9711051834847155,0.6051341891288757,1.0385421514511108,-2.3828460773957136,0.7315396666526794
test_clean_english_200118,clean_english,133.0,26.0,26.0,0.19548872180451127,5.115384615384615,0.2865217626094818,0.39345434308052063,-0.37320927910381396,0.10693258047103882,0.38080519437789917,-0.329062026247975,0.09428343176841736
test_clean_english_200119,clean_english,123.0,26.0,26.0,0.21138211382113822,4.730769230769231,0.3606336712837219,0.3894060552120209,-0.07978285506697129,0.02877238392829895,0.37172815203666687,-0.030763851621099927,0.011094480752944946
test_clean_english_200120,clean_english,134.0,24.0,24.0,0.1791044776119403,5.583333333333333,0.35772690176963806,0.031982239335775375,0.9105959345591217,-0.3257446624338627,0.0046055191196501255,0.9871256002921025,-0.35312138264998794
test_clean_english_200121,clean_english,139.0,25.0,25.0,0.17985611510791366,5.56,0.3187693655490875,0.018884701654314995,0.9407574764225362,-0.29988466389477253,0.005142297595739365,0.9838682817375451,-0.31362706795334816
test_clean_english_200122,clean_english,147.0,24.0,24.0,0.16326530612244897,6.125,0.3363440930843353,0.04400709271430969,0.8691605007516059,-0.29233700037002563,0.031298257410526276,0.9069457200109695,-0.30504583567380905
test_clean_english_200123,clean_english,130.0,28.0,28.0,0.2153846153846154,4.642857142857143,0.2945452034473419,0.3562130331993103,-0.20936626714749138,0.061667829751968384,0.3373652994632721,-0.1453769931228415,0.042820096015930176
test_clean_english_200124,clean_english,103.0,28.0,28.0,0.27184466019417475,3.6785714285714284,0.238626167178154,0.9682251811027527,-3.0574979372647477,0.7295990139245987,0.9864140152931213,-3.1337210707352243,0.7477878481149673
test_clean_english_200125,clean_english,140.0,25.0,25.0,0.17857142857142858,5.6,0.3200004994869232,0.03456646576523781,0.891979963091744,-0.2854340337216854,0.023511821404099464,0.9265256727980192,-0.29648867808282375
test_clean_english_200126,clean_english,129.0,30.0,30.0,0.23255813953488372,4.3,0.3204876184463501,0.9429394602775574,-1.9422024627619312,0.6224518418312073,0.5684496760368347,-0.7737024562525922,0.24796205759048462
